temperature,humidite_air,humidite_sol,vitesse_vent,label
38.92,69.28,42.98,47.63,4
19.5,93.84,28.73,27.89,1
21.88,83.89,73.68,32.25,0
36.67,60.99,45.34,59.71,4
36.6,69.13,98.93,23.95,0
34.23,90.85,5.47,36.92,3
35.82,45.96,35.5,21.91,0
31.28,39.41,48.19,23.57,0
22.55,10.97,50.31,41.74,0
25.37,84.39,31.59,56.27,4
20.45,82.09,72.92,32.54,0
42.25,19.4,87.47,46.1,4
32.5,61.92,93.87,5.35,0
27.03,51.76,80.51,12.67,0
28.86,20.68,85.06,30.13,0
43.42,98.25,55.05,1.2,3
19.6,29.32,82.59,15.17,0
32.59,16.05,30.35,31.04,1
30.18,63.54,39.85,0.9,0
33.34,76.5,31.69,15.87,3
15.54,12.92,46.74,30.84,0
41.16,69.28,28.56,34.39,2
42.96,57.91,96.16,55.55,4
31.95,19.29,31.28,38.72,1
35.9,25.53,9.8,24.88,1
42.67,61.12,52.68,55.82,4
36.22,36.67,5.71,47.09,4
19.58,94.45,11.05,12.0,1
32.29,83.69,21.94,7.85,3
33.2,98.52,46.44,40.55,3
27.72,33.37,43.33,33.59,0
37.09,97.28,79.97,47.38,4
43.03,48.81,73.95,44.33,4
42.77,41.28,42.63,37.51,0
28.53,14.53,33.37,59.18,4
18.4,14.75,31.65,32.02,1
44.55,72.28,77.4,6.79,0
40.17,51.21,5.21,49.7,2
18.74,30.39,1.28,15.11,1
42.63,65.26,79.55,46.64,4
41.1,32.76,47.71,57.43,0
30.57,61.99,13.09,41.81,1
32.74,42.33,23.56,35.76,1
26.97,84.12,93.25,27.62,0
16.64,83.86,85.95,21.86,0
25.06,52.96,70.98,21.18,0
39.09,41.57,48.22,38.18,0
15.14,42.63,52.03,45.08,4
25.0,82.51,97.52,40.71,0
26.95,39.54,96.58,11.9,0
31.12,28.82,21.53,29.64,1
42.6,17.62,81.11,47.5,4
25.39,52.0,19.72,28.54,1
25.41,53.39,21.35,32.2,4
37.13,85.68,67.61,46.27,4
28.57,29.91,40.5,39.68,0
21.74,44.29,93.15,24.56,0
28.57,82.76,8.9,53.72,4
19.23,84.13,51.15,9.75,0
20.29,44.61,91.85,59.73,4
29.95,51.32,90.41,7.13,0
27.57,37.3,15.65,0.9,1
42.45,93.93,36.66,53.4,4
25.87,20.68,61.91,14.7,0
32.42,94.04,15.94,43.78,4
33.97,71.55,96.8,48.66,4
15.39,57.84,91.47,51.54,4
34.91,12.94,16.7,59.5,4
20.34,52.8,12.12,17.64,1
43.83,46.7,8.54,42.61,2
19.46,24.51,90.94,6.92,0
27.44,69.08,19.36,24.41,1
17.56,97.4,41.63,50.88,4
44.91,60.6,44.89,22.06,0
30.07,74.33,59.9,35.47,0
32.86,16.16,7.17,30.23,1
17.01,47.59,22.68,38.76,1
37.5,20.47,93.15,58.37,4
21.3,65.15,90.84,3.34,0
41.94,94.46,78.13,34.44,3
21.15,69.56,1.94,51.78,4
20.72,16.91,32.7,28.88,1
16.1,41.92,62.8,4.71,0
29.16,59.56,27.52,33.63,1
31.95,46.29,90.96,19.92,0
16.97,85.03,63.39,9.3,0
38.27,83.32,7.19,50.94,2
28.6,65.06,90.9,31.3,0
30.73,43.61,95.78,56.0,4
28.22,32.98,7.77,48.36,4
27.02,19.53,53.24,41.58,0
31.79,41.94,30.34,0.3,1
19.66,47.19,39.28,25.67,0
20.46,70.82,17.97,11.85,1
40.85,69.23,57.81,54.65,4
43.38,16.31,95.8,10.48,0
26.2,45.57,50.31,17.16,0
23.12,26.36,8.29,31.01,1
34.32,24.11,62.0,15.8,0
27.26,84.46,34.02,12.59,1
15.76,13.77,85.59,35.95,0
19.68,47.73,43.47,5.34,0
36.48,25.14,19.28,3.49,1
34.77,89.14,19.11,22.33,3
15.81,60.13,76.88,43.24,4
21.66,30.82,26.56,33.29,1
21.93,55.22,76.72,25.37,0
35.16,75.83,20.59,33.95,3
15.59,96.23,32.17,21.93,1
18.12,29.84,46.55,56.17,4
39.0,89.76,94.32,3.29,3
20.36,94.09,93.17,40.4,0
34.58,92.48,20.69,53.48,4
22.15,67.19,35.82,48.23,4
17.98,66.68,14.94,11.04,1
22.3,46.29,51.0,17.76,0
36.67,77.72,46.06,43.02,4
40.67,57.82,90.08,5.06,0
39.91,70.97,93.0,48.71,4
26.92,48.56,38.36,43.13,4
35.04,75.83,49.17,43.78,4
21.15,84.2,89.62,6.01,0
23.79,23.18,80.67,43.07,4
41.89,84.96,0.37,40.79,2
15.39,58.63,32.01,49.86,4
17.57,86.02,42.18,2.5,0
21.24,48.82,22.97,1.39,1
15.8,44.11,19.96,22.38,1
20.44,92.36,3.78,8.93,1
32.49,32.61,64.34,33.5,0
27.64,85.98,26.25,55.04,4
41.78,53.56,5.23,23.49,2
39.52,56.27,23.1,50.7,2
25.25,37.76,80.19,0.01,0
22.78,61.57,85.15,10.11,0
26.39,39.27,48.31,1.83,0
32.71,13.53,41.61,19.69,0
23.04,34.48,97.79,54.49,4
33.72,10.57,20.06,5.82,1
27.28,98.05,21.54,36.38,1
31.56,96.92,29.19,27.09,3
28.08,45.56,17.28,56.31,4
23.83,75.55,37.94,7.35,0
43.45,41.12,91.08,12.72,0
37.91,70.4,61.53,1.77,0
19.2,82.49,41.19,26.04,0
41.05,95.21,93.44,16.67,3
29.62,46.02,4.85,52.19,4
41.84,80.5,21.03,36.3,2
39.0,33.93,56.59,36.85,0
27.76,99.13,61.56,31.91,0
15.67,12.32,3.96,5.51,1
23.06,64.32,40.3,26.7,0
31.25,69.36,64.92,59.97,4
34.0,71.92,69.81,50.11,4
22.74,20.83,63.81,53.61,4
19.18,94.47,32.06,49.39,4
40.05,26.31,9.35,6.18,2
44.53,66.05,42.71,13.65,0
30.77,30.04,12.88,0.19,1
20.15,37.65,94.76,18.21,0
23.17,59.18,47.52,6.52,0
15.55,47.55,31.73,28.37,1
42.43,24.42,76.63,40.63,0
18.53,25.38,49.79,52.47,4
32.3,47.63,31.0,44.95,4
23.22,78.16,81.2,56.32,4
31.63,90.82,86.72,3.23,3
34.54,17.57,67.3,0.73,1
39.89,45.38,4.7,39.68,2
21.19,19.02,56.63,17.36,0
15.33,11.49,76.33,15.21,0
19.11,69.55,13.65,19.85,1
42.0,64.22,22.87,16.19,2
41.22,24.67,88.25,30.69,0
32.92,31.04,2.01,26.41,1
33.02,12.13,75.27,30.75,0
34.95,85.15,47.38,40.36,3
20.26,97.72,44.68,23.23,0
42.43,22.19,0.71,15.08,2
27.56,30.83,81.94,9.97,0
26.49,88.16,35.98,20.97,0
30.57,93.38,54.08,44.51,4
16.41,47.77,67.73,45.4,4
19.99,14.56,70.26,40.01,0
37.14,13.55,95.6,14.04,0
17.48,61.66,53.13,35.29,1
33.09,45.36,39.97,34.24,3
22.36,12.58,95.37,29.06,0
26.68,62.49,64.21,33.0,0
23.66,11.02,29.82,29.51,1
25.67,80.86,12.65,33.93,1
36.57,37.58,84.26,42.93,4
23.91,13.62,36.22,6.58,0
31.99,62.95,66.05,44.98,4
29.28,45.79,47.08,8.15,0
34.91,97.64,19.89,4.0,3
43.1,58.98,60.17,58.56,4
36.98,34.77,6.07,57.42,4
21.45,73.85,41.33,3.63,0
15.94,34.43,54.66,26.6,0
22.87,91.38,43.6,11.17,0
32.85,43.72,74.87,29.12,0
16.54,59.49,82.79,49.81,0
29.89,14.55,77.12,57.04,4
32.91,48.35,3.88,38.06,1
25.03,84.91,19.41,21.23,1
38.13,82.51,53.66,36.2,3
18.2,30.19,93.48,18.72,0
17.25,30.35,83.5,54.59,4
36.85,83.56,84.25,52.22,4
29.86,93.74,30.32,33.49,3
35.65,18.58,42.94,19.49,0
28.04,50.51,47.07,17.6,1
22.39,40.37,15.74,2.01,1
39.57,88.36,3.11,48.95,3
38.98,17.52,94.69,27.02,0
35.84,29.0,24.07,19.51,1
23.16,77.72,23.99,28.27,1
32.71,14.62,8.34,49.12,4
25.83,54.33,92.85,7.48,0
17.75,49.79,57.97,51.46,4
42.52,40.1,66.7,53.85,4
19.1,45.51,91.16,56.8,4
43.51,57.69,34.56,23.85,1
28.38,24.52,62.15,13.03,1
20.55,61.48,3.88,22.42,1
31.26,82.49,18.68,19.97,2
41.19,78.41,83.12,10.57,3
36.97,23.85,76.68,36.44,0
39.2,23.43,35.06,28.6,4
34.76,34.14,37.68,51.94,4
35.77,42.5,53.36,1.93,0
40.48,46.76,0.02,38.63,2
22.49,71.17,24.12,45.78,4
29.68,15.1,20.82,45.57,4
21.64,13.12,25.05,53.16,4
44.63,45.27,80.59,43.74,4
43.32,72.74,27.97,55.67,2
16.18,27.41,19.15,19.96,1
36.17,67.74,50.43,30.19,0
42.76,33.38,86.56,0.84,0
20.42,89.75,24.13,0.42,1
32.04,90.61,7.85,14.41,3
42.46,36.76,35.64,6.05,0
16.02,30.7,74.77,15.61,0
35.92,47.02,55.07,10.62,0
23.92,31.65,81.68,1.71,0
42.73,70.51,95.96,54.56,4
44.13,84.35,79.27,0.49,3
43.33,70.58,60.38,44.16,4
29.23,84.19,49.33,9.13,0
40.86,45.73,4.01,54.73,4
40.34,24.07,98.43,53.57,4
24.57,76.42,38.35,39.23,0
39.87,42.44,15.22,40.33,2
16.11,70.41,66.67,0.32,0
32.89,34.36,28.43,59.09,4
21.9,17.31,58.58,52.67,4
18.62,99.33,58.68,53.71,4
17.31,24.06,44.57,39.55,4
35.89,98.96,83.61,20.69,3
25.2,97.96,26.5,53.62,4
36.74,81.44,44.86,17.49,3
16.96,69.35,53.77,33.76,0
24.46,62.0,66.36,5.98,0
31.18,87.95,78.4,55.32,4
38.72,36.05,39.48,8.45,0
24.56,52.09,64.6,13.49,0
33.78,65.75,15.06,33.49,1
41.58,47.01,93.26,45.85,4
33.48,48.47,38.31,37.16,0
21.99,39.73,72.95,13.93,0
15.73,60.78,2.03,0.06,1
41.1,86.55,20.52,45.43,2
15.64,28.14,48.71,59.11,4
41.24,94.1,87.83,48.59,4
30.87,72.02,52.73,27.61,0
43.17,84.09,92.99,54.23,4
38.96,60.06,48.38,24.59,0
44.94,80.16,49.04,31.5,2
25.52,11.46,11.97,28.63,1
38.02,83.65,80.27,26.86,3
27.06,13.61,24.7,46.51,2
29.4,90.09,89.96,31.61,3
33.83,99.28,91.08,19.0,3
41.21,36.47,94.33,15.49,0
44.52,28.93,52.02,2.26,0
38.05,78.88,67.71,34.99,3
27.53,32.77,77.85,13.8,0
27.64,87.9,13.1,8.89,1
37.13,19.26,60.1,39.23,0
22.16,21.34,3.43,40.87,1
18.31,98.12,49.76,45.13,4
25.64,70.65,15.48,30.21,1
23.62,86.22,18.29,53.64,4
23.89,39.19,36.5,56.18,4
22.01,70.88,43.24,48.44,4
16.26,63.48,62.32,38.14,0
15.54,64.28,7.44,18.22,1
44.63,71.43,50.37,58.98,4
27.83,61.78,18.26,16.45,1
26.53,48.62,57.4,12.16,0
35.39,34.83,63.74,26.53,0
21.55,79.17,55.67,3.41,0
43.5,30.36,73.83,58.71,4
38.59,72.31,33.56,35.31,1
17.68,31.0,76.51,33.42,0
27.53,66.28,43.28,39.35,0
41.37,77.24,48.42,29.82,3
43.34,29.68,64.81,1.92,0
29.02,15.39,1.84,36.74,2
33.4,21.79,65.4,42.97,4
20.01,64.54,61.86,25.0,0
44.74,86.45,30.98,45.44,4
21.95,14.05,8.58,13.62,1
43.28,76.07,9.09,13.28,2
34.49,40.72,92.32,9.69,0
33.23,53.07,68.93,22.32,0
30.38,93.6,12.71,50.82,4
21.92,39.88,35.67,49.67,4
20.3,51.88,59.25,22.97,0
21.61,11.23,83.56,35.35,0
20.59,17.34,4.37,43.25,4
38.39,33.27,23.66,14.47,2
25.5,12.51,88.97,10.09,0
16.74,66.82,0.92,58.33,4
44.07,48.38,20.14,37.05,2
41.51,59.33,95.9,58.88,4
42.83,25.72,61.34,20.27,0
44.85,36.63,26.17,42.18,2
20.22,69.74,6.7,13.36,1
26.89,96.88,2.82,15.67,1
37.75,14.54,24.47,30.71,1
35.88,90.13,88.15,19.18,3
19.62,61.92,41.59,10.06,0
39.47,60.75,72.03,15.77,0
21.73,55.03,91.83,2.14,0
21.71,16.25,40.8,42.27,4
31.11,18.09,19.13,29.53,1
32.79,64.08,51.71,5.65,0
32.4,40.69,90.81,10.3,0
17.74,92.55,80.44,6.15,0
41.32,46.59,6.58,36.76,2
22.97,22.9,69.26,5.65,0
18.89,74.32,57.19,45.26,4
41.66,36.4,90.75,1.23,0
43.67,57.29,12.25,14.96,3
40.86,72.8,53.4,53.44,4
39.29,91.02,87.95,43.11,4
34.66,81.3,41.0,4.38,3
31.53,70.87,48.2,49.27,1
17.61,71.17,7.05,29.58,1
27.25,95.13,27.81,50.81,4
26.18,36.62,32.45,36.04,1
22.79,10.1,94.51,40.91,0
36.7,34.48,28.27,59.61,4
29.88,29.61,46.09,13.94,0
17.43,69.57,67.13,37.44,0
21.61,67.03,16.22,27.62,1
35.5,63.41,48.64,2.37,0
17.28,11.46,73.85,0.87,0
40.54,75.59,86.69,7.15,3
29.85,39.12,62.63,38.95,0
29.42,69.86,66.91,34.03,0
32.77,60.09,12.63,33.21,1
39.74,40.85,94.58,1.91,0
25.43,22.11,13.26,28.16,1
35.34,18.5,77.47,55.48,4
31.97,84.84,26.48,23.86,3
23.01,92.66,93.36,37.5,0
41.36,68.48,72.0,46.79,4
38.92,19.31,75.38,47.04,4
34.75,46.18,21.91,31.16,1
40.52,75.6,44.3,51.48,4
41.02,80.18,61.78,23.48,3
36.25,20.64,77.0,53.32,4
40.11,10.0,10.4,14.41,2
35.92,74.09,96.24,16.81,0
35.4,42.09,89.02,3.19,0
33.56,32.9,27.03,47.73,4
37.58,11.16,82.28,25.02,0
19.76,58.63,51.83,13.75,0
41.43,86.6,46.18,13.91,3
41.16,96.19,31.44,54.08,4
15.88,60.92,58.1,50.03,4
39.77,56.3,72.99,33.21,0
18.87,17.66,41.09,36.97,0
25.05,59.4,62.92,28.46,0
37.31,44.2,69.93,23.5,0
19.82,64.64,71.11,54.93,4
39.54,44.99,5.2,7.54,2
39.96,31.63,85.97,25.11,0
30.22,18.55,45.83,20.67,0
15.19,38.34,26.24,29.89,1
23.61,18.7,24.18,27.46,1
33.51,25.92,48.3,31.13,0
44.44,98.86,88.68,8.4,3
33.95,49.97,37.83,30.79,0
22.79,57.87,74.97,14.55,0
34.02,88.63,9.68,11.06,3
31.2,99.6,47.61,3.89,3
38.4,62.44,99.17,45.76,4
18.21,83.12,77.04,25.65,0
37.83,39.42,21.05,37.6,1
31.24,37.52,50.14,43.66,4
43.89,46.24,23.36,40.76,2
25.26,70.53,40.96,28.23,0
33.98,71.4,78.01,23.27,0
42.96,38.37,77.12,22.56,0
18.08,21.99,22.81,38.4,1
43.12,66.92,92.22,29.69,0
35.64,21.55,59.26,50.95,4
17.04,62.06,37.99,52.48,4
24.03,72.41,50.19,10.23,0
36.25,73.06,60.51,8.17,0
17.02,77.81,55.99,37.82,0
32.47,88.56,48.64,18.07,3
25.38,55.0,50.49,1.11,0
33.63,75.72,17.64,53.32,4
16.37,65.73,81.27,13.61,0
41.15,26.8,54.18,55.76,4
44.2,12.31,13.11,43.05,2
44.07,35.61,76.62,45.76,4
37.49,49.87,93.24,12.09,0
18.9,65.54,94.73,14.05,0
37.75,86.5,36.9,31.28,0
15.74,27.66,13.55,10.33,1
15.66,21.3,51.84,18.33,0
24.71,96.71,11.26,19.29,1
29.66,19.72,93.4,9.58,0
38.11,53.06,18.36,12.31,2
35.5,62.7,25.28,47.31,4
28.38,58.72,40.66,10.03,0
23.21,17.74,38.32,1.71,0
44.91,15.13,79.47,37.76,0
27.79,19.49,45.63,58.56,4
28.54,62.7,17.08,19.87,1
19.91,58.99,26.72,7.12,1
38.84,31.04,50.91,34.22,0
35.81,67.4,14.75,54.38,2
21.62,83.81,61.17,47.04,4
17.47,13.74,56.57,37.35,0
35.41,54.83,71.47,18.9,0
34.64,72.04,93.77,32.51,0
23.2,32.71,91.23,5.47,0
43.53,37.7,94.61,40.74,0
19.53,65.23,24.47,43.51,4
27.97,90.81,13.16,57.9,4
43.31,82.89,30.23,15.62,3
27.59,62.48,89.51,1.11,0
34.16,75.72,97.21,32.74,3
26.93,42.83,85.93,42.41,4
23.23,67.69,11.0,47.42,4
44.52,51.96,94.74,11.62,0
27.28,27.09,42.34,15.71,0
41.82,73.16,0.93,30.76,2
21.9,60.08,44.24,19.84,0
21.39,42.28,4.61,51.63,4
15.93,92.02,54.39,28.43,1
34.55,11.88,33.86,47.97,4
26.06,38.42,47.34,34.84,0
40.93,15.12,61.32,46.39,4
29.2,78.99,86.88,19.96,3
44.05,73.19,66.19,49.88,4
20.57,39.82,43.4,16.47,0
41.06,70.81,81.94,32.77,0
38.3,45.63,90.56,12.84,0
38.13,78.06,11.98,28.53,2
40.34,50.88,53.19,19.09,0
37.83,47.11,28.45,16.0,1
33.79,94.13,4.71,58.02,4
18.94,32.58,66.85,9.6,0
15.98,20.84,86.28,47.24,4
42.63,62.61,16.29,59.05,2
33.5,97.24,81.24,1.19,3
38.9,44.01,85.34,41.94,0
29.45,15.58,91.43,15.17,0
18.52,40.54,26.53,2.43,1
18.76,55.53,90.4,24.17,0
35.57,24.57,32.07,56.11,4
27.91,69.23,55.23,0.71,0
21.02,99.8,5.05,35.27,1
29.75,50.66,4.39,30.08,1
16.93,41.93,72.04,52.4,2
32.46,46.06,44.45,5.04,0
23.07,20.36,25.63,40.89,1
38.93,89.49,19.04,40.81,2
24.31,47.33,67.0,40.14,0
28.66,44.85,0.04,56.54,4
15.35,69.37,80.59,49.39,4
17.17,49.78,7.92,2.52,1
26.77,68.34,19.15,28.26,2
29.4,15.53,38.62,23.88,0
33.0,83.24,48.49,18.61,3
23.75,94.65,35.5,27.08,0
35.85,68.39,32.07,23.05,1
40.8,95.91,96.39,25.94,3
38.4,23.63,64.16,58.76,4
16.19,52.97,2.34,5.32,1
29.42,64.16,43.02,55.33,4
18.15,62.36,87.5,28.81,0
22.26,46.13,30.15,37.42,1
44.6,40.43,9.46,49.81,2
19.27,21.41,75.84,21.63,0
29.97,45.26,60.6,25.83,0
33.54,24.64,57.03,24.57,0
36.07,76.09,5.36,22.48,3
31.79,28.79,14.05,55.53,4
15.29,15.27,62.25,49.74,4
24.79,59.71,20.78,6.54,1
30.53,63.57,50.41,6.49,0
17.64,88.47,54.49,25.67,0
25.52,61.93,28.35,5.92,1
16.0,41.09,94.84,37.15,0
17.36,82.27,84.25,8.62,0
26.91,58.63,72.24,31.34,0
18.98,17.14,7.8,0.43,1
32.03,60.93,10.61,19.0,1
35.68,91.72,49.28,40.63,0
39.02,45.67,16.07,29.04,2
21.0,36.67,97.83,58.7,4
20.02,22.91,15.85,52.45,4
18.14,23.63,48.75,21.54,0
34.09,48.95,36.41,2.73,0
36.19,63.61,63.94,50.74,4
15.95,17.26,12.9,54.67,4
43.09,94.56,43.03,49.24,4
16.56,77.96,27.47,7.68,1
31.24,62.8,88.78,59.87,4
36.27,84.56,4.06,15.52,3
41.13,17.22,91.37,43.45,4
36.42,52.92,83.3,54.48,4
39.05,66.71,29.76,14.14,2
25.18,84.58,78.93,54.5,4
39.44,80.51,3.12,18.57,2
17.4,34.94,96.69,58.58,4
41.84,94.68,52.66,16.88,3
31.43,21.19,30.33,57.21,4
39.52,88.76,36.26,3.21,3
28.57,97.38,6.64,42.56,4
34.31,25.94,98.93,31.93,0
30.79,74.99,3.93,28.67,1
36.95,13.63,65.49,13.41,0
17.45,46.49,44.27,42.34,4
16.81,56.47,94.89,11.45,0
22.41,62.26,24.6,33.17,1
19.79,94.23,53.21,15.19,0
41.15,70.5,48.24,57.34,4
21.58,53.32,70.29,1.72,0
44.28,82.87,6.8,11.98,2
25.11,95.55,19.38,14.54,1
20.46,11.99,21.46,24.84,1
38.69,98.43,73.82,13.96,3
34.76,17.75,18.91,29.48,1
29.95,83.29,57.35,52.35,4
31.66,35.23,21.52,42.72,4
36.58,21.9,86.16,34.8,0
21.85,49.59,94.22,5.34,0
44.89,67.96,51.85,41.64,0
44.24,44.29,35.23,9.98,0
34.51,14.91,23.41,47.18,4
20.99,63.95,4.98,15.0,1
35.41,91.22,26.85,25.02,3
17.17,44.49,65.42,21.03,0
15.92,29.47,53.36,51.53,4
22.73,49.83,94.4,7.59,0
28.88,14.35,39.63,33.94,1
41.05,83.84,69.39,8.52,3
36.82,84.37,48.93,42.29,4
37.28,62.92,51.26,54.3,4
27.76,41.78,26.78,26.08,1
25.38,81.98,45.5,29.29,0
26.13,59.92,47.08,55.65,4
44.63,84.33,70.66,31.26,3
16.2,66.83,94.06,29.26,0
41.01,80.6,32.93,34.7,3
32.36,63.87,4.22,41.35,1
28.16,47.27,49.63,6.41,0
36.76,96.22,54.45,49.27,4
29.6,58.7,16.84,26.13,4
41.2,64.46,76.05,4.34,0
42.02,29.84,98.49,47.17,2
27.65,66.31,94.58,22.62,0
23.3,61.44,19.71,6.02,1
32.77,26.64,87.54,38.03,0
42.37,15.36,70.45,52.81,4
21.32,64.39,45.38,53.27,4
33.69,78.73,54.06,57.46,4
33.95,57.11,84.96,52.06,4
36.99,30.41,48.01,0.13,0
18.95,69.99,37.32,22.81,0
36.47,17.21,49.32,49.11,4
42.27,49.77,57.91,21.98,0
20.39,24.7,18.91,36.09,1
22.13,26.6,90.09,36.38,0
44.14,28.21,67.42,21.9,0
20.43,44.8,63.33,54.27,4
40.63,14.6,9.95,30.19,2
29.77,45.8,60.42,27.89,0
22.42,56.05,12.1,59.85,4
41.12,53.5,7.87,29.61,2
28.36,44.45,52.73,10.7,0
30.44,85.52,40.28,30.78,3
25.78,23.08,58.88,48.84,4
32.79,55.51,8.92,46.61,4
19.91,15.58,43.1,47.31,4
26.73,16.4,17.48,42.48,4
44.08,61.65,98.71,15.25,0
22.74,60.94,56.12,51.73,4
34.7,89.02,68.74,53.61,4
24.76,60.21,32.54,11.65,1
38.2,96.38,9.47,7.83,2
18.93,14.38,97.59,58.54,4
44.09,18.82,28.63,52.1,2
28.61,13.97,42.38,53.59,4
22.08,26.67,64.99,53.18,4
17.2,58.71,2.47,32.5,1
20.09,68.1,81.03,38.78,0
30.59,14.1,53.66,32.72,0
25.11,95.14,27.82,3.07,1
39.87,85.79,6.16,44.73,2
27.93,36.7,16.25,30.32,1
22.46,16.95,89.5,38.86,0
33.51,25.29,68.6,30.16,4
36.2,21.42,24.99,29.51,0
20.01,21.1,6.56,10.31,1
20.03,56.67,69.06,16.72,0
16.1,32.13,57.24,9.53,0
37.09,42.23,40.45,11.74,0
34.91,99.06,36.36,58.38,4
29.24,71.59,21.68,9.19,1
40.33,95.41,66.96,16.16,3
39.17,22.83,97.07,35.44,0
32.56,44.39,17.57,36.61,1
41.05,59.93,59.71,9.24,0
21.18,16.91,42.42,47.62,4
18.36,10.38,44.67,47.11,4
23.09,70.34,25.41,14.24,1
16.71,67.76,82.51,17.32,0
30.94,46.97,48.53,56.28,4
43.1,54.07,54.34,49.54,4
16.18,47.39,30.48,41.87,1
18.66,12.16,18.18,4.93,1
28.57,40.18,8.59,25.1,1
43.02,25.94,71.41,33.56,0
24.48,18.86,19.62,11.24,1
30.22,96.1,69.01,26.89,3
16.25,63.94,39.04,36.06,0
19.45,75.58,41.58,19.64,0
44.6,38.38,46.92,46.86,4
43.95,45.38,36.77,50.43,4
15.15,31.32,10.06,19.42,1
43.55,18.73,30.96,50.32,4
34.17,26.11,66.37,6.21,0
41.04,81.78,66.58,50.26,4
28.64,70.98,28.62,9.17,1
30.47,59.22,46.01,4.98,0
29.67,52.76,19.34,38.51,1
35.01,93.02,21.04,28.32,3
19.19,16.55,2.3,54.47,4
15.9,35.25,89.67,21.79,0
24.24,41.49,21.07,17.23,1
36.14,80.42,22.75,30.04,3
21.06,99.33,27.96,27.36,1
35.2,31.66,12.74,20.67,1
44.1,88.69,63.93,41.62,3
17.82,84.76,7.51,45.57,4
35.18,30.22,13.42,51.18,4
28.31,45.94,64.48,58.37,4
41.04,46.87,33.97,16.0,1
20.31,98.04,70.79,42.97,4
35.78,26.28,55.74,23.66,0
40.14,81.92,25.6,40.62,2
43.34,40.08,65.08,28.56,0
35.5,75.78,11.63,59.63,4
29.92,47.8,53.64,43.73,4
33.54,62.05,43.71,57.15,4
41.07,84.94,26.79,50.1,2
32.12,82.37,60.4,54.17,4
15.91,87.98,87.13,48.87,4
42.93,15.37,99.89,27.55,0
35.69,72.28,60.78,15.11,0
35.3,22.6,40.47,22.22,0
21.47,47.42,22.52,1.21,1
34.77,59.37,25.71,31.44,1
26.82,46.25,47.95,30.3,0
34.54,56.77,36.73,31.52,0
18.2,99.69,91.38,58.44,4
34.74,22.17,36.83,54.69,4
44.98,70.79,37.34,9.7,0
16.45,45.64,38.35,22.13,0
44.32,21.97,83.66,25.44,0
27.21,24.29,65.08,21.63,0
41.12,95.43,61.42,47.91,4
38.47,89.16,33.41,31.44,3
32.01,91.63,81.79,34.33,3
37.15,99.24,3.84,51.18,4
41.36,28.75,87.08,48.36,4
27.12,41.99,51.27,7.93,0
24.81,70.23,39.83,42.83,4
35.03,53.54,49.72,26.13,3
39.24,47.66,66.74,17.68,0
37.87,42.2,1.28,3.0,1
38.93,63.44,87.16,29.23,0
28.07,61.8,44.67,21.33,0
39.54,24.53,34.3,15.09,1
18.61,52.46,13.82,41.68,2
31.33,59.81,43.95,46.17,4
15.17,61.33,49.63,14.69,0
24.74,28.91,40.36,2.97,0
25.99,76.8,67.87,50.93,4
26.89,12.27,42.09,0.6,0
35.86,41.93,96.14,56.23,4
26.66,80.22,59.93,37.66,0
28.46,60.75,80.75,19.31,0
22.13,33.5,10.94,14.79,1
26.2,72.55,39.73,0.54,0
21.82,61.07,33.68,14.13,1
17.2,81.66,56.95,8.26,0
33.1,76.15,86.11,36.73,3
35.05,64.91,7.83,9.99,1
33.58,53.94,7.26,31.72,1
28.9,21.99,85.03,35.41,0
26.39,33.52,21.29,17.88,1
40.9,47.72,66.88,2.1,0
30.57,63.94,54.29,2.24,0
29.38,56.23,83.29,1.58,0
15.77,35.94,12.51,44.35,4
25.24,10.58,12.98,19.08,1
26.41,54.66,55.68,47.78,4
26.96,35.71,94.64,25.9,0
32.41,76.11,41.5,27.18,3
31.01,12.16,32.69,30.77,1
33.24,62.63,60.67,42.78,4
37.95,94.73,93.04,16.41,3
39.39,25.7,83.69,7.3,0
36.54,52.45,99.55,33.36,0
43.67,18.23,2.26,19.62,2
15.55,66.31,11.29,26.55,1
20.87,59.55,60.95,38.82,3
15.23,46.66,82.06,29.65,0
34.42,56.92,28.52,37.22,1
41.94,90.69,23.92,32.65,2
22.3,27.67,78.7,44.39,4
42.81,12.03,5.64,42.36,2
16.81,87.55,36.94,32.05,0
43.03,61.94,50.58,40.73,0
25.55,90.16,56.03,52.41,4
18.04,63.73,72.86,25.94,0
29.58,82.91,35.48,24.77,3
22.7,48.67,61.27,45.85,4
23.55,77.49,58.54,34.95,0
24.22,92.17,54.76,4.26,0
39.09,61.49,64.05,53.53,4
31.17,26.27,25.94,1.85,1
24.34,34.19,8.46,44.9,4
33.31,27.88,11.93,45.53,4
36.48,32.22,22.46,57.19,4
23.18,37.58,50.02,3.25,0
27.41,59.96,84.04,35.81,0
18.66,62.92,70.13,25.67,0
20.43,48.38,78.9,19.84,0
35.43,65.39,35.1,5.42,0
20.44,17.34,40.47,33.76,0
30.75,17.9,39.37,28.74,0
36.27,25.46,19.19,6.27,1
18.21,56.63,6.12,36.75,1
32.02,29.26,59.09,44.28,4
22.7,35.5,98.92,46.04,4
43.89,46.03,16.68,54.32,2
29.51,83.07,4.67,24.57,3
39.18,11.25,77.95,57.18,4
31.51,68.44,25.26,51.93,4
16.3,70.2,82.96,17.79,0
33.99,81.88,70.39,9.56,3
